Date,Open,High,Low,Close,Adj Close,Volume
2003-01-27,48,49.974998,46.275002,47.075001,35.250816,916832
2003-01-28,48.137501,50.75,46.25,50.362499,37.712582,2043224
2003-01-29,50.525002,51.25,48.549999,48.9375,36.645504,1370440
2003-01-30,48.775002,51.099998,48.775002,49.6875,37.207127,1203464
2003-01-31,48.75,50.112499,48.174999,48.487499,36.308537,1083040
2003-02-03,48.8125,52.474998,48.625,52.1875,39.079185,1566808
2003-02-04,52.25,53.474998,50.012501,50.549999,37.852985,1311144
2003-02-05,49.75,50.5,48.837502,49.612499,37.150951,845080
2003-02-06,49.6875,50.900002,49.125,50.612499,37.899807,946624
2003-02-07,50.137501,51.912498,49.5625,50.125,37.53474,1023440
2003-02-10,49.5,50.224998,48.299999,48.462502,36.28981,449688
2003-02-11,48.5,49.737499,47.75,48.025002,35.962212,701960
2003-02-12,48.525002,48.75,47.025002,47.387501,35.48484,459064
2003-02-13,47.387501,47.387501,47.387501,47.387501,35.48484,0
2003-02-14,45.637501,47.849998,44.5625,44.987499,33.687668,790336
2003-02-17,46.25,48,45.787498,47.849998,35.831169,795272
2003-02-18,48.599998,49,47.325001,47.5625,35.615875,819688
2003-02-19,48.25,48.462502,47.412498,47.587502,35.634602,455960
2003-02-20,46.400002,47.737499,45.825001,47.4375,35.52227,542944
2003-02-21,47.5,47.950001,46.424999,46.612499,34.904495,494544
2003-02-24,47.737499,47.737499,46.5,46.900002,35.119789,326488
2003-02-25,45.387501,47,45.387501,45.799999,34.296078,264440
2003-02-26,46.275002,46.950001,44.650002,45,33.69701,422312
2003-02-27,44.75,46.450001,44.700001,45.6875,34.211838,280480
2003-02-28,47.387501,48.5,46.049999,48.049999,35.980915,694688
2003-03-03,46.275002,48.987499,46.275002,47.525002,35.587795,500896
2003-03-04,47,47,46,46.337502,34.698574,255760
2003-03-05,45.825001,47,44.9375,46.525002,34.838982,471552
2003-03-06,46.900002,46.900002,45,45.262501,33.893589,265080
2003-03-07,45.974998,45.974998,43.8125,44,32.948215,518664
2003-03-10,43.837502,44.25,40.375,41.025002,30.720461,346400
2003-03-11,40,43.450001,39.575001,42.012501,31.459919,497168
2003-03-12,43.174999,43.174999,41.200001,41.387501,30.991894,481872
2003-03-13,42.212502,42.724998,41,41.924999,31.394405,390112
2003-03-14,41.924999,41.924999,41.924999,41.924999,31.394405,0
2003-03-17,40.775002,43,40.275002,41.799999,31.300781,373856
2003-03-18,41.799999,41.799999,41.799999,41.799999,31.300781,0
2003-03-19,42.875,43.25,41.3125,41.712502,31.235268,374256
2003-03-20,41.875,43,41,42.724998,31.993452,537616
2003-03-21,42.724998,42.724998,42.724998,42.724998,31.993452,0
2003-03-24,43.375,43.75,41.25,41.587502,31.141655,328920
2003-03-25,42.474998,42.474998,40.125,40.987499,30.69236,351496
2003-03-26,42.25,42.25,40.125,40.799999,30.551971,260264
2003-03-27,40.474998,41,40,40.412498,30.261793,241056
2003-03-28,41.5,41.5,40,40.174999,30.083961,218000
2003-03-31,32.474998,39.712502,32.474998,38.387501,28.745426,230712
2003-04-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-04-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-05-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-06-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-07-31,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-08-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-09-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-10-31,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-11-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2003-12-31,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-07,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-14,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-15,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-21,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-22,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-28,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-29,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-01-30,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-06,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-11,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-12,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-13,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-16,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-17,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-18,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-19,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-20,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-23,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-24,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-25,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-26,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-02-27,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-01,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-02,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-03,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-04,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-05,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-08,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-09,38.387501,38.387501,38.387501,38.387501,28.745426,0
2004-03-10,38.387501,38.387501,38.387501,38.387501,28.745426,0
